    n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
 4690,          6759,            2072,           1137,     28892,           0,       9115
 4700,          6771,            2074,           1204,     28990,           0,       9289
 4710,          6781,            2074,           1181,     29036,           0,       9581
 4720,          6794,            2077,           1184,     29111,           0,       9369
 4730,          6808,            2081,           1179,     29154,           0,       9392
 4740,          6825,            2088,           1180,     29229,           0,       9540
 4750,          6838,            2091,           1205,     29294,           0,       9759
 4760,          6853,            2096,           1215,     29346,           0,       9156
 4770,          6866,            2099,           1151,     29402,           0,       9260
 4780,          6881,            2104,           1165,     29486,           0,       9079
 4790,          6894,            2107,           1142,     29553,           0,       9088
 4800,          6909,            2112,           1137,     29634,           0,       9140
 4810,          6921,            2114,           1140,     29656,           0,       9107
 4820,          6937,            2120,           1142,     29720,           0,       9156
 4830,          6949,            2122,           1144,     29807,           0,       9166
 4840,          6963,            2126,           1142,     29913,           0,       9171
 4850,          6976,            2129,           1150,     29982,           0,       9222
 4860,          6989,            2132,           1149,     30057,           0,       9231
 4870,          7002,            2135,           1155,     30135,           0,       9252
 4880,          7015,            2138,           1160,     30171,           0,       9291
 4890,          7027,            2140,           1157,     30244,           0,       9418
 4900,          7043,            2146,           1178,     30321,           0,       9470
 4910,          7059,            2152,           1187,     30341,           0,       9497
 4920,          7075,            2158,           1187,     30439,           0,       9511
 4930,          7087,            2160,           1194,     30531,           0,       9552
 4940,          7098,            2161,           1192,     30583,           0,       9557
 4950,          7111,            2164,           1190,     30649,           0,       9578
 4960,          7126,            2169,           1194,     30738,           0,       9617
 4970,          7140,            2173,           1209,     30776,           0,       9616
 4980,          7151,            2174,           1195,     30852,           0,       9632
 4990,          7164,            2177,           1199,     30950,           0,       9668
 5000,          7178,            2181,           1199,     31010,           0,       9773
 5010,          7190,            2183,           1200,     31074,           0,       9709
 5020,          7201,            2184,           1205,     31163,           0,       9745
 5030,          7213,            2186,           1221,     31235,           0,       9745
 5040,          7226,            2189,           1208,     31311,           0,       9775
 5050,          7238,            2191,           1209,     31408,           0,       9810
 5060,          7251,            2194,           1212,     31474,           0,       9836
 5070,          7263,            2196,           1248,     31558,           0,      10613
 5080,          7282,            2205,           1299,     31617,           0,      10403
 5090,          7296,            2209,           1308,     31683,           0,      10799
 5100,          7307,            2210,           1309,     31777,           0,      10813
 5110,          7321,            2214,           1318,     31867,           0,      10321
 5120,          7332,            2215,           1276,     31983,           0,      10298
 5130,          7344,            2217,           1288,     32038,           0,      10663
 5140,          7359,            2222,           1272,     32103,           0,      10252
 5150,          7370,            2223,           1261,     32151,           0,      10467
 5160,          7381,            2224,           1343,     32146,           0,      10843
 5170,          7394,            2227,           1307,     32207,           0,      10375
 5180,          7412,            2235,           1290,     32270,           0,      10500
 5190,          7430,            2243,           1363,     32376,           0,      10685
 5200,          7446,            2249,           1288,     32410,           0,      10388
 5210,          7458,            2251,           1284,     32452,           0,      10786
 5220,          7470,            2253,           1313,     32560,           0,      10419
 5230,          7481,            2254,           1313,     32573,           0,      10468
 5240,          7494,            2257,           1276,     32670,           0,      10425
 5250,          7506,            2259,           1283,     32755,           0,      10525
 5260,          7524,            2267,           1285,     32786,           0,      11314
 5270,          7536,            2269,           1374,     32819,           0,      11067
 5280,          7552,            2275,           1353,     32882,           0,      11063
 5290,          7562,            2275,           1336,     32970,           0,      10552
 5300,          7576,            2279,           1295,     33013,           0,      10617
 5310,          7589,            2282,           1302,     33090,           0,      10593
 5320,          7605,            2288,           1303,     33163,           0,      10559
 5330,          7620,            2293,           1274,     33234,           0,      10369
 5340,          7639,            2302,           1278,     33282,           0,      10388
 5350,          7654,            2307,           1279,     33394,           0,      10401
 5360,          7669,            2312,           1281,     33453,           0,      10610
 5370,          7681,            2314,           1282,     33524,           0,      10681
 5380,          7699,            2322,           1306,     33612,           0,      10478
 5390,          7712,            2325,           1286,     33678,           0,      10511
 5400,          7732,            2335,           1296,     33709,           0,      10557
 5410,          7743,            2336,           1308,     33786,           0,      10548
 5420,          7757,            2340,           1306,     33865,           0,      10581
 5430,          7768,            2341,           1299,     33948,           0,      10573
