      n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
 622000,        909038,          287039,         154929,   6030915,           0,    1796222
 623000,        910483,          287484,         155111,   6042161,           0,    1800024
 624000,        911869,          287870,         155372,   6050589,           0,    1800302
 625000,        913337,          288338,         155462,   6060223,           0,    1806950
 626000,        914832,          288833,         155933,   6069864,           0,    1803893
 627000,        916296,          289297,         156222,   6079943,           0,    1818164
 628000,        917743,          289744,         156504,   6090030,           0,    1810767
 629000,        919179,          290180,         156673,   6100221,           0,    1833434
 630000,        920634,          290635,         156778,   6111109,           0,    1815434
 631000,        922119,          291120,         156939,   6121979,           0,    1823307
 632000,        923551,          291552,         157202,   6132002,           0,    1823588
 633000,        925035,          292036,         157412,   6142244,           0,    1841353
 634000,        926499,          292500,         157723,   6153144,           0,    1830372
 635000,        928004,          293005,         159001,   6164154,           0,    1835225
 636000,        929461,          293462,         160154,   6174785,           0,    1869918
 637000,        930905,          293906,         158515,   6186569,           0,    1841279
 638000,        932383,          294384,         161828,   6197949,           0,    1841969
 639000,        933833,          294834,         159249,   6209906,           0,    1848678
 640000,        935334,          295335,         159797,   6219753,           0,    1854965
 641000,        936814,          295815,         159263,   6229748,           0,    1851068
 642000,        938279,          296280,         159900,   6240682,           0,    1866234
 643000,        939771,          296772,         160365,   6251950,           0,    1865165
 644000,        941176,          297177,         160323,   6261977,           0,    1867066
 645000,        942660,          297661,         160695,   6273551,           0,    1868067
 646000,        944108,          298109,         160869,   6285002,           0,    1874222
 647000,        945583,          298584,         161273,   6297174,           0,    1878239
 648000,        947059,          299060,         161185,   6308173,           0,    1878127
 649000,        948555,          299556,         162100,   6319592,           0,    1880904
 650000,        950054,          300055,         161771,   6330906,           0,    1884386
 651000,        951536,          300537,         161893,   6343290,           0,    1882991
 652000,        952994,          300995,         162490,   6355162,           0,    1952992
 653000,        954480,          301481,         162358,   6366906,           0,    1892220
 654000,        955951,          301952,         162864,   6379106,           0,    1914713
 655000,        957427,          302428,         165098,   6392607,           0,    1930230
 656000,        958859,          302860,         165789,   6402031,           0,    1916815
 657000,        960351,          303352,         163244,   6410053,           0,    1933087
 658000,        961796,          303797,         165851,   6418187,           0,    1937381
 659000,        963249,          304250,         165824,   6426996,           0,    2084776
 660000,        964685,          304686,         164896,   6436401,           0,    1925213
 661000,        966135,          305136,         164969,   6444887,           0,    1949150
 662000,        967585,          305586,         166529,   6453750,           0,    1951575
 663000,        969071,          306072,         165662,   6464038,           0,    1922352
 664000,        970541,          306542,         165302,   6472895,           0,    1926439
 665000,        971987,          306988,         165502,   6481643,           0,    1929332
 666000,        973417,          307418,         165945,   6490892,           0,    1933009
 667000,        974887,          307888,         166456,   6500701,           0,    1932169
 668000,        976346,          308347,         166284,   6510397,           0,    1948527
 669000,        977839,          308840,         186074,   6520314,           0,    2005124
 670000,        979276,          309277,         176436,   6530613,           0,    1952298
 671000,        980748,          309749,         167523,   6541195,           0,    1948508
 672000,        982183,          310184,         169424,   6551605,           0,    1947693
 673000,        983689,          310690,         167463,   6560085,           0,    1952979
 674000,        985146,          311147,         169805,   6569856,           0,    1957299
 675000,        986603,          311604,         168615,   6578827,           0,    1978003
 676000,        988012,          312013,         169820,   6589265,           0,    1962422
 677000,        989522,          312523,         168548,   6598634,           0,    1966710
 678000,        990965,          312966,         168801,   6608850,           0,    1965211
 679000,        992433,          313434,         169005,   6619538,           0,    1979305
 680000,        993890,          313891,         169689,   6630901,           0,    1972798
 681000,        995377,          314378,         169551,   6640238,           0,    1980103
 682000,        996850,          314851,         169849,   6650246,           0,    1977898
 683000,        998371,          315372,         170271,   6660669,           0,    1987075
 684000,        999840,          315841,         170466,   6671810,           0,    1987943
 685000,       1001303,          316304,         170516,   6682097,           0,    1994018
 686000,       1002750,          316751,         171487,   6693468,           0,    1990173
 687000,       1004196,          317197,         170094,   6704798,           0,    2026122
 688000,       1005671,          317672,         172146,   6716542,           0,    1995084
 689000,       1007155,          318156,         171509,   6725537,           0,    2009653
 690000,       1008621,          318622,         171787,   6734851,           0,    2004536
 691000,       1010075,          319076,         173320,   6743879,           0,    2008265
 692000,       1011551,          319552,         173707,   6754225,           0,    2012101
 693000,       1013018,          320019,         172572,   6763547,           0,    2047559
 694000,       1014521,          320522,         174914,   6773265,           0,    2045610
 695000,       1016000,          321001,         177617,   6784293,           0,    2014231
 696000,       1017452,          321453,         173121,   6794918,           0,    2021543
 697000,       1018915,          321916,         174017,   6805116,           0,    2023421
 698000,       1020358,          322359,         173749,   6815035,           0,    2032952
 699000,       1021815,          322816,         174134,   6825328,           0,    2027599
 700000,       1023313,          323314,         174046,   6835782,           0,    2034778
 701000,       1024752,          323753,         174495,   6846521,           0,    2033717
 702000,       1026182,          324183,         175076,   6857408,           0,    2049053
 703000,       1027686,          324687,         175106,   6868988,           0,    2047398
 704000,       1029209,          325210,         175236,   6880554,           0,    2051582
 705000,       1030638,          325639,         175647,   6891832,           0,    2047950
 706000,       1032092,          326093,         176297,   6901035,           0,    2058957
 707000,       1033586,          326587,         176358,   6911695,           0,    2054393
 708000,       1035021,          327022,         176340,   6922683,           0,    2065335
 709000,       1036454,          327455,         176590,   6932628,           0,    2060408
 710000,       1037923,          327924,         177158,   6943687,           0,    2063538
 711000,       1039407,          328408,         189984,   6955178,           0,    2071174
 712000,       1040845,          328846,         177438,   6966834,           0,    2068538
 713000,       1042316,          329317,         177515,   6978183,           0,    2079941
 714000,       1043769,          329770,         178633,   6989174,           0,    2075267
 715000,       1045234,          330235,         177819,   7000900,           0,    2092053
 716000,       1046712,          330713,         178316,   7011893,           0,    2094332
 717000,       1048155,          331156,         178692,   7023790,           0,    2092986
 718000,       1049579,          331580,         178808,   7035359,           0,    2089800
 719000,       1051035,          332036,         179188,   7047895,           0,    2094992
 720000,       1052467,          332468,         179243,   7060279,           0,    2098916
 721000,       1053918,          332919,         180380,   7072818,           0,    2105463
 722000,       1055406,          333407,         180029,   7081433,           0,    2115890
 723000,       1056823,          333824,         180238,   7090617,           0,    2105288
 724000,       1058251,          334252,         180894,   7100020,           0,    2115496
 725000,       1059703,          334704,         180711,   7110273,           0,    2117922
 726000,       1061172,          335173,         182196,   7119150,           0,    2119488
 727000,       1062682,          335683,         180867,   7130041,           0,    2117549
 728000,       1064134,          336135,         182054,   7140396,           0,    2124694
 729000,       1065580,          336581,         182415,   7151409,           0,    2125343
 730000,       1067059,          337060,         181892,   7160850,           0,    2125221
 731000,       1068519,          337520,         181747,   7170934,           0,    2135978
 732000,       1069945,          337946,         182705,   7181052,           0,    2131436
 733000,       1071441,          338442,         182399,   7193066,           0,    2146533
 734000,       1072951,          338952,         183948,   7203111,           0,    2137238
 735000,       1074430,          339431,         183063,   7213795,           0,    2150445
 736000,       1075885,          339886,         183179,   7225176,           0,    2146217
 737000,       1077331,          340332,         187566,   7237078,           0,    2146659
 738000,       1078755,          340756,         182646,   7247332,           0,    2187729
